eventID,droneID,startingLaunchpadIndexX,startingLaunchpadIndexY,shelfIndexX,shelfIndexY,followedBy,teleportToLaunchpadIndexX,teleportToLaunchpadIndexY,collidesWithNum,collidesAtPos,collidesAtTime,collidesWithEvent
40,2,9,1,5,2,50,5,0,5,[ 34.09894862  32.42626917 -35.38204623],180,42
41,0,9,2,8,0,51,3,1,-2,-2,-2,-2
42,5,2,2,0,2,52,9,2,2,[ 34.39397035  31.44723056 -35.01098438],180,40
43,3,3,1,8,0,53,1,0,-2,-2,-2,-2
44,1,7,1,0,3,55,8,0,-2,-2,-2,-2
45,8,9,2,5,2,54,9,1,-2,-2,-2,-2
46,6,5,2,8,0,57,1,0,9,[13.86731419 19.21606251 22.37998972],121.87238953185258,48
47,7,1,2,8,0,59,7,0,4,[21.35701848 19.30825256 20.80094092],126.3370565695522,49
48,9,5,0,3,2,56,6,2,6,[14.11006622 18.7071764  21.44255988],121.87238953185258,46
49,4,2,1,4,0,58,6,0,7,[21.39666085 19.17411686 20.88161216],126.3370565695522,47
50,2,5,0,0,3,61,4,0,-2,-2,-2,-2
51,0,3,1,3,1,60,4,0,-2,-2,-2,-2
52,5,9,2,3,3,65,2,2,6,[18.31827164 24.87297682  4.19762836],166.96331823825673,57
53,3,1,0,1,1,62,4,2,-2,-2,-2,-2
54,8,9,1,8,1,63,9,0,4,[ 3.48840024 17.85832182 30.64425019],134.08468928966127,58
55,1,8,0,1,1,66,8,2,-2,-2,-2,-2
56,9,6,2,9,1,67,5,2,7,[ 6.13446751 22.15930688  1.55804756],173.75689422518695,59
57,6,1,0,4,3,64,3,2,5,[18.31457725 24.74307117  4.08825543],166.96331823825673,52
58,4,6,0,0,0,69,2,2,8,[ 3.45662872 18.27038386 30.90200168],134.08468928966127,54
59,7,7,0,9,1,68,1,1,9,[ 6.30218606 22.04709357  2.3051509 ],173.75689422518695,56
60,0,4,0,5,3,-1,-1,-1,-2,-2,-2,-2
61,2,4,0,6,1,-1,-1,-1,-2,-2,-2,-2
62,3,4,2,0,1,-1,-1,-1,-2,-2,-2,-2
63,8,9,0,4,3,-1,-1,-1,-2,-2,-2,-2
64,6,3,2,0,3,-1,-1,-1,5,[20.46500086 20.0916381  21.2178871 ],175.6993244255695,65
65,5,2,2,5,0,-1,-1,-1,6,[20.74697025 19.27316853 21.40186697],175.6993244255695,64
66,1,8,2,2,2,-1,-1,-1,-2,-2,-2,-2
67,9,5,2,3,3,-1,-1,-1,-2,-2,-2,-2
68,7,1,1,8,1,-1,-1,-1,-2,-2,-2,-2
69,4,2,2,4,3,-1,-1,-1,-2,-2,-2,-2
