eventID,droneID,startingLaunchpadIndexX,startingLaunchpadIndexY,shelfIndexX,shelfIndexY,followedBy,teleportToLaunchpadIndexX,teleportToLaunchpadIndexY,collidesWithNum,collidesAtPos,collidesAtTime,collidesWithEvent
58,3,6,2,8,0,67,0,1,4,[12.0089325  19.1115618  24.16989797],149.3832725947012,59
59,4,6,2,3,3,69,4,0,3,[11.90530628 18.89511202 25.47719286],149.3832725947012,58
60,0,7,1,4,2,-1,-1,-1,-2,-2,-2,-2
61,8,7,0,3,1,-1,-1,-1,-2,-2,-2,-2
62,1,3,1,1,3,-1,-1,-1,-2,-2,-2,-2
63,7,9,1,7,1,-1,-1,-1,-2,-2,-2,-2
64,5,8,1,7,3,-1,-1,-1,-2,-2,-2,-2
65,2,6,1,6,2,-1,-1,-1,-2,-2,-2,-2
66,6,9,1,2,3,-1,-1,-1,-2,-2,-2,-2
67,3,0,1,6,0,-1,-1,-1,-2,-2,-2,-2
68,9,1,2,4,0,-1,-1,-1,-2,-2,-2,-2
69,4,4,0,4,0,-1,-1,-1,-2,-2,-2,-2
