eventID,droneID,startingLaunchpadIndexX,startingLaunchpadIndexY,shelfIndexX,shelfIndexY,followedBy,teleportToLaunchpadIndexX,teleportToLaunchpadIndexY,collidesWithNum,collidesAtPos,collidesAtTime,collidesWithEvent
23,9,3,1,9,0,36,2,1,0,[16.16337772 19.39435679 17.50434967],63.78314880696899,22
24,4,7,0,6,0,31,9,0,-2,-2,-2,-2
25,7,9,1,1,2,38,8,1,-2,-2,-2,-2
26,6,2,0,8,1,34,6,1,-2,-2,-2,-2
27,5,3,2,2,1,35,3,1,2,[20.96619451 20.90561751 11.01540482],73.87708506825389,28
28,2,5,0,0,2,37,6,1,5,[21.24520281 21.71698498  9.93342791],73.87708506825389,27
29,8,5,1,8,0,39,2,1,-2,-2,-2,-2
30,1,8,2,8,1,40,9,1,0,[ 7.7342794  20.15414602 16.68422079],87.9157597114249,33
31,4,9,0,0,3,46,4,0,3,[26.24322502 25.41284511  2.20340876],111.14197523462906,32
32,3,5,1,0,3,45,8,2,4,[26.78367972 25.62412702  1.56628402],111.14197523462906,31
33,0,8,0,7,2,41,8,1,1,[ 7.90186538 19.88016561 16.95719569],87.9157597114249,30
34,6,6,1,6,0,42,3,2,2,[12.14675519 19.11781277 21.74500553],85.69205202115393,37
35,5,3,1,8,1,47,8,2,9,[24.99242533 17.47914155 33.20509242],72.16776108054596,36
36,9,2,1,5,1,43,2,0,5,[25.41239471 17.33000029 34.21233694],72.16776108054596,35
37,2,6,1,9,1,44,4,2,6,[12.30853185 18.97270656 23.11811087],85.69205202115393,34
38,7,8,1,3,3,48,8,1,-2,-2,-2,-2
39,8,2,1,9,1,49,4,0,-2,-2,-2,-2
40,1,9,1,4,2,51,4,1,0,[11.37145269 21.49673346 11.94741083],120.09844345639807,41
41,0,8,1,5,2,50,5,1,1,[11.44081526 21.52900686 11.80765354],120.09844345639807,40
42,6,3,2,7,2,54,5,1,-2,-2,-2,-2
43,9,2,0,8,1,53,1,0,4,[18.46763938 19.81817143 15.59762671],117.98312918916443,46
44,2,4,2,0,0,55,3,0,-2,-2,-2,-2
45,3,8,2,4,2,56,9,2,5,[ 7.52095669 19.16700571 24.38798111],112.89197393679227,47
46,4,4,0,1,0,52,2,2,9,[18.50697832 19.35987821 16.14943391],117.98312918916443,43
47,5,8,2,3,2,57,1,0,3,[ 7.07531686 18.98052324 25.2899895 ],112.89197393679227,45
48,7,8,1,9,0,58,3,2,-2,-2,-2,-2
49,8,4,0,3,3,59,0,2,-2,-2,-2,-2
50,0,5,1,4,2,60,6,2,1,[11.1532988  13.78534373 45.34095093],107.4332578108515,51
51,1,4,1,2,2,61,2,0,0,[11.02223464 13.63254014 46.00265432],107.4332578108515,50
52,4,2,2,6,2,65,9,2,2,[23.82481939 17.92443471 30.39824827],130.03445304148343,55
53,9,1,0,0,1,62,8,0,-2,-2,-2,-2
54,6,5,1,6,2,63,7,1,-2,-2,-2,-2
55,2,3,0,7,1,64,5,0,4,[23.65240173 17.53414078 29.21874949],130.03445304148343,52
56,3,9,2,0,1,68,1,0,7,[14.47668184 20.4133271  14.72905702],157.89996269499392,58
57,5,1,0,5,2,66,0,0,-2,-2,-2,-2
58,7,3,2,8,0,67,0,1,3,[14.51353838 19.66555305 14.68102981],157.89996269499392,56
59,8,0,2,7,2,-1,-1,-1,-2,-2,-2,-2
60,0,6,2,7,3,-1,-1,-1,-2,-2,-2,-2
61,1,2,0,3,0,-1,-1,-1,-2,-2,-2,-2
62,9,8,0,2,1,-1,-1,-1,-2,-2,-2,-2
63,6,7,1,3,2,-1,-1,-1,-2,-2,-2,-2
64,2,5,0,7,3,-1,-1,-1,-2,-2,-2,-2
65,4,9,2,9,0,-1,-1,-1,-2,-2,-2,-2
66,5,0,0,1,1,-1,-1,-1,-2,-2,-2,-2
67,7,0,1,0,0,-1,-1,-1,-2,-2,-2,-2
68,3,1,0,2,3,-1,-1,-1,-2,-2,-2,-2
