eventID,droneID,startingLaunchpadIndexX,startingLaunchpadIndexY,shelfIndexX,shelfIndexY,followedBy,teleportToLaunchpadIndexX,teleportToLaunchpadIndexY,collidesWithNum,collidesAtPos,collidesAtTime,collidesWithEvent
41,2,9,0,5,3,52,3,2,3,[ 9.89949418 22.17063189 11.32749433],122.43104826681206,42
42,3,6,0,8,2,50,3,2,2,[10.14237741 21.65097068 10.18585836],122.43104826681206,41
43,4,6,1,8,2,54,0,1,7,[ 9.73860447 22.17854846  8.99486694],128.37351718159593,44
44,7,8,1,7,1,55,0,2,4,[ 9.48633574 20.9920094   9.48049196],128.37351718159593,43
45,0,0,0,2,2,53,8,1,-2,-2,-2,-2
46,9,7,0,3,1,56,9,2,-2,-2,-2,-2
47,8,4,1,7,1,57,1,0,6,[19.78412848 17.65897589 31.99055833],108.73429140464395,48
48,6,5,0,8,0,58,2,2,8,[18.62550893 18.15958955 32.40223945],108.73429140464395,47
49,5,2,2,0,1,59,2,2,-2,-2,-2,-2
50,3,3,2,5,0,61,3,2,1,[ 12.50936262  21.32290061 -13.70633638],177.32747323856177,51
51,1,1,1,4,0,60,4,0,3,[ 12.5210171   21.42759285 -13.67424631],177.32747323856177,50
52,2,3,2,1,1,63,6,2,4,[22.43000825 20.96631027 10.55756162],153.06961055438663,54
53,0,8,1,0,1,65,8,0,-2,-2,-2,-2
54,4,0,1,3,1,62,6,1,2,[22.39216511 20.93468015  9.86767232],153.06961055438663,52
55,7,0,2,0,2,64,9,0,8,[26.5218284  19.57161474 22.43090312],141.37844875226142,57
56,9,9,2,3,0,68,2,1,-2,-2,-2,-2
57,8,1,0,9,0,67,3,2,7,[26.79829504 18.87135816 22.76436048],141.37844875226142,55
58,6,2,2,2,3,66,0,0,-2,-2,-2,-2
59,5,2,2,7,0,-1,-1,-1,-2,-2,-2,-2
60,1,4,0,4,3,-1,-1,-1,-2,-2,-2,-2
61,3,3,2,6,1,-1,-1,-1,4,[15.31699985 20.99859835 10.31399263],178.20740842643707,62
62,4,6,1,4,1,-1,-1,-1,3,[15.32070233 20.87024524 10.30284173],178.20740842643707,61
63,2,6,2,0,0,-1,-1,-1,-2,-2,-2,-2
64,7,9,0,7,3,-1,-1,-1,-2,-2,-2,-2
65,0,8,0,8,1,-1,-1,-1,-2,-2,-2,-2
66,6,0,0,7,0,-1,-1,-1,-2,-2,-2,-2
67,8,3,2,0,1,-1,-1,-1,-2,-2,-2,-2
68,9,2,1,2,1,-1,-1,-1,-2,-2,-2,-2
