eventID,droneID,startingLaunchpadIndexX,startingLaunchpadIndexY,shelfIndexX,shelfIndexY,followedBy,teleportToLaunchpadIndexX,teleportToLaunchpadIndexY,collidesWithNum,collidesAtPos,collidesAtTime,collidesWithEvent
44,3,9,2,2,1,56,3,1,5,[ 7.62049656 19.55150722 21.23029933],115.38424814345252,45
45,5,8,1,5,3,55,4,1,3,[ 8.18688505 19.77678979 20.20139721],115.38424814345252,44
46,7,4,0,2,0,54,3,2,6,[23.3385606  20.74582868 -2.61737137],139.98649731989613,42
47,4,9,0,2,3,58,1,0,-2,-2,-2,-2
48,9,5,0,1,0,57,2,1,-2,-2,-2,-2
49,8,1,1,7,1,61,6,2,-2,-2,-2,-2
50,1,1,2,1,3,60,5,2,2,[ 23.27706552  -8.79504103 124.04656786],12.140561591017025,51
51,2,5,0,6,2,59,9,0,1,[ 23.12149469  -7.99842669 123.56144928],12.140561591017025,50
52,0,7,2,7,1,63,4,1,-2,-2,-2,-2
53,6,5,0,6,3,62,8,0,-2,-2,-2,-2
54,7,3,2,4,2,64,6,0,5,[19.59936548 18.32073335 28.4813673 ],132.25337013935598,55
55,5,4,1,8,0,65,8,2,7,[19.47028366 18.66642559 28.66678841],132.25337013935598,54
56,3,3,1,9,3,67,5,2,-2,-2,-2,-2
57,9,2,1,8,3,68,1,0,-2,-2,-2,-2
58,4,1,0,2,2,66,6,2,-2,-2,-2,-2
59,2,9,0,4,2,-1,-1,-1,-2,-2,-2,-2
60,1,5,2,6,0,-1,-1,-1,-2,-2,-2,-2
61,8,6,2,6,3,-1,-1,-1,6,[12.52570233 22.02182142 14.34696214],167.55917464861082,62
62,6,8,0,1,3,-1,-1,-1,8,[12.36186851 20.9835348  14.66816771],167.55917464861082,61
63,0,4,1,1,1,-1,-1,-1,7,[14.29918853 17.99673759 29.70944164],152.32011191862406,64
64,7,6,0,8,0,-1,-1,-1,0,[14.19720245 18.30411997 30.44518954],152.32011191862406,63
65,5,8,2,4,3,-1,-1,-1,-2,-2,-2,-2
66,4,6,2,0,0,-1,-1,-1,3,[15.01076033 19.3399555  20.25792691],179.29741552952422,67
67,3,5,2,4,0,-1,-1,-1,4,[15.1820589  19.36763054 19.7839035 ],179.29741552952422,66
68,9,1,0,9,0,-1,-1,-1,-2,-2,-2,-2
