eventID,droneID,startingLaunchpadIndexX,startingLaunchpadIndexY,shelfIndexX,shelfIndexY,followedBy,teleportToLaunchpadIndexX,teleportToLaunchpadIndexY,collidesWithNum,collidesAtPos,collidesAtTime,collidesWithEvent
25,7,5,0,1,2,35,1,1,5,[14.72019236 19.17071018 19.67006461],63.05653684453258,27
26,6,4,2,8,0,37,7,2,1,[26.42872752 17.56148467 50.71991553],32.17636961119864,24
27,5,5,0,8,1,34,5,0,7,[14.65338327 19.00281575 20.46010953],63.05653684453258,25
28,8,7,1,5,3,38,8,2,-2,-2,-2,-2
29,9,1,2,8,2,39,8,1,-2,-2,-2,-2
30,3,0,2,8,1,42,7,0,0,[26.33303855 19.10286031 24.61472152],75.7001616163011,31
31,0,0,2,0,2,41,7,2,3,[26.51546477 19.01171017 25.13913955],75.7001616163011,30
32,2,6,0,2,0,40,6,0,-2,-2,-2,-2
33,4,6,2,0,2,46,4,2,-2,-2,-2,-2
34,5,5,0,5,3,43,2,0,-2,-2,-2,-2
35,7,1,1,6,0,45,9,1,1,[20.35320472 19.52533629 15.49584863],96.51286380251751,36
36,1,3,1,2,0,44,7,0,7,[20.28896038 19.54811255 15.14658675],96.51286380251751,35
37,6,7,2,1,1,48,7,1,-2,-2,-2,-2
38,8,8,2,3,0,47,0,2,-2,-2,-2,-2
39,9,8,1,4,3,50,7,0,2,[11.61231477 21.77996113 13.81741024],111.0984790334169,40
40,2,6,0,7,3,49,3,0,9,[11.6199706  21.410252   13.46732003],111.0984790334169,39
41,0,7,2,8,1,51,0,0,3,[ 9.46529463 19.69353784 20.15887425],108.96274561485929,42
42,3,7,0,1,1,53,3,0,0,[ 9.35466319 18.99674933 20.49628743],108.96274561485929,41
43,5,2,0,1,1,52,5,2,-2,-2,-2,-2
44,1,7,0,1,2,54,0,2,-2,-2,-2,-2
45,7,9,1,3,1,55,7,2,4,[27.66432542 23.71833951 -8.93212577],158.71994807444943,46
46,4,4,2,1,1,56,7,1,7,[28.08291639 23.66022349 -9.76429821],158.71994807444943,45
47,8,0,2,6,1,60,5,0,-2,-2,-2,-2
48,6,7,1,0,3,61,1,2,-2,-2,-2,-2
49,2,3,0,6,2,57,6,2,-2,-2,-2,-2
50,9,7,0,7,3,58,0,0,-2,-2,-2,-2
51,0,0,0,2,2,59,4,0,-2,-2,-2,-2
52,5,5,2,1,2,63,0,1,3,[20.31747112 21.87852241 11.27248129],148.71856881043587,53
53,3,3,0,2,3,62,3,1,5,[20.75725303 22.46568338 10.49717416],148.71856881043587,52
54,1,0,2,2,2,64,6,2,-2,-2,-2,-2
55,7,7,2,8,3,66,3,0,4,[ 9.71943329 19.05476081 24.9088868 ],145.30222345295195,56
56,4,7,1,6,1,65,3,1,7,[ 9.52940023 18.89975603 23.61079162],145.30222345295195,55
57,2,6,2,1,2,-1,-1,-1,-2,-2,-2,-2
58,9,0,0,6,0,69,5,1,8,[15.38918915 20.17430329  5.12150957],171.87367782055222,60
59,0,4,0,6,2,68,4,1,-2,-2,-2,-2
60,8,5,0,5,0,67,0,1,9,[15.16711073 20.22738298  4.40277099],171.87367782055222,58
61,6,1,2,8,3,-1,-1,-1,3,[18.02563984 21.5813004  15.91509657],168.08793844336947,62
62,3,3,1,5,2,-1,-1,-1,6,[18.04264114 20.56326577 15.98971603],168.08793844336947,61
63,5,0,1,5,1,-1,-1,-1,-2,-2,-2,-2
64,1,6,2,2,3,-1,-1,-1,-2,-2,-2,-2
65,4,3,1,0,1,-1,-1,-1,7,[19.1680711  19.00998277 22.86636127],171.1280758514092,66
66,7,3,0,3,1,-1,-1,-1,4,[19.26053701 18.71544776 22.17386702],171.1280758514092,65
67,8,0,1,5,2,-1,-1,-1,-2,-2,-2,-2
68,0,4,1,6,1,-1,-1,-1,-2,-2,-2,-2
69,9,5,1,3,3,-1,-1,-1,-2,-2,-2,-2
