eventID,droneID,startingLaunchpadIndexX,startingLaunchpadIndexY,shelfIndexX,shelfIndexY,followedBy,teleportToLaunchpadIndexX,teleportToLaunchpadIndexY,collidesWithNum,collidesAtPos,collidesAtTime,collidesWithEvent
23,7,9,0,9,2,31,6,2,6,[ 1.77715522  7.75217103 63.3331316 ],7.2748910614518225,26
24,1,6,0,9,3,33,0,2,-2,-2,-2,-2
25,5,7,2,0,1,38,4,1,-2,-2,-2,-2
26,6,7,0,6,2,34,0,2,7,[ 1.61696252  7.42181852 64.59635832],7.2748910614518225,23
27,8,0,0,6,3,37,1,1,3,[20.41221147 21.98157499 11.85952946],73.41656868034175,22
28,2,1,1,4,2,36,5,0,-2,-2,-2,-2
29,9,0,2,8,1,39,0,0,-2,-2,-2,-2
30,0,0,1,0,1,40,9,0,-2,-2,-2,-2
31,7,6,2,1,2,42,5,1,-2,-2,-2,-2
32,4,1,0,5,3,41,6,1,-2,-2,-2,-2
33,1,0,2,7,0,45,0,1,6,[67.95887248 15.55494843 85.08825228],0,34
34,6,0,2,7,0,46,6,0,1,[68.30511652 15.5255643  85.59154921],0,33
35,3,6,2,4,3,44,5,1,-2,-2,-2,-2
36,2,5,0,3,3,43,6,2,-2,-2,-2,-2
37,8,1,1,6,0,48,4,1,5,[15.52050656 20.10754976  6.56791401],109.48796186518278,38
38,5,4,1,5,0,47,5,1,8,[15.68723893 20.07086585  7.13044225],109.48796186518278,37
39,9,0,0,6,3,49,6,1,-2,-2,-2,-2
40,0,9,0,6,2,50,3,0,-2,-2,-2,-2
41,4,6,1,9,0,51,7,2,-2,-2,-2,-2
42,7,5,1,3,1,52,0,2,-2,-2,-2,-2
43,2,6,2,5,0,55,3,2,3,[13.12479484 19.4999109  17.51818023],120.25630074472829,44
44,3,5,1,7,2,54,8,2,2,[13.51130115 20.33614876 16.97322759],120.25630074472829,43
45,1,0,1,7,0,57,6,2,-2,-2,-2,-2
46,6,6,0,4,2,53,2,1,-2,-2,-2,-2
47,5,5,1,3,3,56,9,1,8,[12.03276997 16.04043849 32.10892476],105.37931885959794,48
48,8,4,1,0,2,58,2,2,5,[12.54857256 16.92844257 31.73001947],105.37931885959794,47
49,9,6,1,1,0,60,3,1,0,[16.73498495 19.57881296 14.67581226],135.1531133136164,50
50,0,3,0,7,1,59,7,0,9,[16.77482495 19.97328535 14.67258407],135.1531133136164,49
51,4,7,2,2,2,61,2,1,-2,-2,-2,-2
52,7,0,2,2,0,62,1,0,-2,-2,-2,-2
53,6,2,1,8,2,64,6,2,3,[10.17709661 23.20563185  4.54716664],162.05890289933376,54
54,3,8,2,7,2,65,6,1,6,[10.28332447 23.16608467  5.04459318],162.05890289933376,53
55,2,3,2,4,0,63,9,2,-2,-2,-2,-2
56,5,9,1,5,0,66,1,2,-2,-2,-2,-2
57,1,6,2,5,1,67,4,2,-2,-2,-2,-2
58,8,2,2,9,0,69,0,1,0,[12.95040392 19.82935856 11.87533768],161.84559900838795,59
59,0,7,0,4,1,68,9,0,8,[12.95199345 20.33008563 12.54475781],161.84559900838795,58
60,9,3,1,4,1,70,1,1,-2,-2,-2,-2
61,4,2,1,1,0,-1,-1,-1,7,[22.30499516 19.37574726 17.78971695],166.6241840255801,62
62,7,1,0,8,2,-1,-1,-1,4,[22.4416455  19.57972598 18.10603929],166.6241840255801,61
63,2,9,2,7,3,-1,-1,-1,-2,-2,-2,-2
64,6,6,2,0,1,-1,-1,-1,-2,-2,-2,-2
65,3,6,1,1,0,-1,-1,-1,-2,-2,-2,-2
66,5,1,2,8,3,-1,-1,-1,-2,-2,-2,-2
67,1,4,2,4,3,-1,-1,-1,-2,-2,-2,-2
68,0,9,0,1,3,-1,-1,-1,-2,-2,-2,-2
69,8,0,1,4,1,-1,-1,-1,9,[28.91026617 18.26260722 27.91385724],170.17318748322677,70
70,9,1,1,9,2,-1,-1,-1,8,[28.74498082 17.84583336 27.75733395],170.17318748322677,69
