eventID,droneID,startingLaunchpadIndexX,startingLaunchpadIndexY,shelfIndexX,shelfIndexY,followedBy,teleportToLaunchpadIndexX,teleportToLaunchpadIndexY,collidesWithNum,collidesAtPos,collidesAtTime,collidesWithEvent
41,0,6,2,9,0,51,7,0,7,[10.36741077 19.46951163 18.03886472],117.66945053145344,42
42,7,8,1,1,0,54,9,0,0,[10.14394586 19.29464471 19.03338147],117.66945053145344,41
43,8,1,0,7,2,52,7,0,-2,-2,-2,-2
44,2,1,2,9,1,57,8,1,1,[20.71555195 19.64959869 20.49033448],120.20199960348577,46
45,6,9,1,7,2,53,2,1,-2,-2,-2,-2
46,1,2,1,6,3,55,3,0,2,[21.24921647 19.41728673 21.34711189],120.20199960348577,44
47,5,1,2,8,1,58,9,0,9,[21.95259565 19.49263324 21.67442234],125.32365876589165,48
48,9,2,1,3,1,56,4,1,5,[21.5268014  19.3706481  20.43056198],125.32365876589165,47
49,3,4,2,0,1,59,9,0,-2,-2,-2,-2
50,4,0,1,3,2,60,1,0,-2,-2,-2,-2
51,0,7,0,9,2,61,8,1,-2,-2,-2,-2
52,8,7,0,8,1,62,9,2,-2,-2,-2,-2
53,6,2,1,8,1,65,7,1,1,[17.06304941 20.14080079 15.22923771],153.4921571425837,55
54,7,9,0,8,3,63,8,1,-2,-2,-2,-2
55,1,3,0,7,1,64,1,1,6,[16.56664965 20.04711508 14.23229058],153.4921571425837,53
56,9,4,1,2,1,67,5,2,2,[ 9.13693696 14.46858361 53.53727898],111.88541050233158,57
57,2,8,1,9,1,66,4,1,9,[ 9.02395508 14.29520874 54.7081883 ],111.88541050233158,56
58,5,9,0,8,0,68,2,2,3,[ 5.03299753 19.1157461  19.45516513],154.3743437418685,59
59,3,9,0,1,3,-1,-1,-1,5,[ 4.48626035 18.92929344 20.44911816],154.3743437418685,58
60,4,1,0,2,1,-1,-1,-1,-2,-2,-2,-2
61,0,8,1,7,2,-1,-1,-1,-2,-2,-2,-2
62,8,9,2,8,3,-1,-1,-1,7,[ 4.9111521  19.06299669 24.87956931],162.3719817085236,63
63,7,8,1,1,0,-1,-1,-1,8,[ 4.41072323 18.84324307 25.95538619],162.3719817085236,62
64,1,1,1,5,3,-1,-1,-1,-2,-2,-2,-2
65,6,7,1,8,0,-1,-1,-1,-2,-2,-2,-2
66,2,4,1,8,1,-1,-1,-1,-2,-2,-2,-2
67,9,5,2,6,1,-1,-1,-1,-2,-2,-2,-2
68,5,2,2,1,3,-1,-1,-1,-2,-2,-2,-2
